name,mbti,gender,category,subcategory
Clint Mansell,INTJ,unknown,Musician,Movie Composers
Howard Ashman,INFP,unknown,Musician,Movie Composers
Kitaro,INTP,unknown,Musician,Movie Composers
Gustavo Santaolalla,ISFP,unknown,Musician,Movie Composers
James Horner,ISFP,unknown,Musician,Movie Composers
Bear McCreary,ENFP,unknown,Musician,Movie Composers
Brian Tyler,ENTJ,unknown,Musician,Movie Composers
Kevin Penkin,INTP,unknown,Musician,Movie Composers
Angelo Badalamenti,INFP,unknown,Musician,Movie Composers
Hildur Guðnadóttir,INFP,unknown,Musician,Movie Composers
Jerry Goldsmith,INTP,unknown,Musician,Movie Composers
Michel Legrand,INFP,unknown,Musician,Movie Composers
Wojciech Kilar,INFP,unknown,Musician,Movie Composers
Terry Riley,INFJ,unknown,Musician,Movie Composers
Yutaka Yamada,INFP,unknown,Musician,Movie Composers
Bill Conti,ISFP,unknown,Musician,Movie Composers
Helen Jane Long,INTJ,unknown,Musician,Movie Composers
James Newton Howard,ISFP,unknown,Musician,Movie Composers
John Debney,ENFJ,unknown,Musician,Movie Composers
Marco Beltrami,ISFP,unknown,Musician,Movie Composers
Henry Mancini,ENFJ,unknown,Musician,Movie Composers
Thomas Holkenborg (Junkie XL),ENTP,unknown,Musician,Movie Composers
Lalo Schifrin,ENTP,unknown,Musician,Movie Composers
Martin O'Donnell,ENTP,unknown,Musician,Movie Composers
Carter Burwell,INTP,unknown,Musician,Movie Composers
Tim Rice,ENTP,unknown,Musician,Movie Composers
Moacir Santos,ENFJ,unknown,Musician,Movie Composers
Lorne Balfe,ENFP,unknown,Musician,Movie Composers
Nicholas Britell,INTJ,unknown,Musician,Movie Composers
Jóhann Jóhannsson,INFJ,unknown,Musician,Movie Composers
Stelvio Cipriani,INFP,unknown,Musician,Movie Composers
Jon Brion,INFP,unknown,Musician,Movie Composers
Steve Jablonsky,INFP,unknown,Musician,Movie Composers
Junkie XL,ENTJ,unknown,Musician,Movie Composers
Patrick Doyle,INFJ,unknown,Musician,Movie Composers
David Arnold,INTP,unknown,Musician,Movie Composers
Harry Gregson-Williams,INFJ,unknown,Musician,Movie Composers
Blake Neely,ISTJ,unknown,Musician,Movie Composers
Trevor Morris,ENFJ,unknown,Musician,Movie Composers
Mark Snow,INFP,unknown,Musician,Movie Composers
Aïsha Devi,INFP,unknown,Musician,Movie Composers
Elmer Bernstein,ESTJ,unknown,Musician,Movie Composers
Christopher Young,ENFP,unknown,Musician,Movie Composers
Maurice Jarre,INFJ,unknown,Musician,Movie Composers
Jim Johnston,ENTP,unknown,Musician,Movie Composers
Masafumi Takada,INTP,unknown,Musician,Movie Composers
Erich Wolfgang Korngold,INFP,unknown,Musician,Movie Composers
Tyler Bates,ENTP,unknown,Musician,Movie Composers
Eduard Artemyev,INTJ,unknown,Musician,Movie Composers
Andre Previn,INTP,unknown,Musician,Movie Composers
Murray Gold,INTJ,unknown,Musician,Movie Composers
Morteza Shirkoohi,INFJ,unknown,Musician,Movie Composers
Akira Kosemura,ISTJ,unknown,Musician,Movie Composers
Luke Howard,INFJ,unknown,Musician,Movie Composers
Rachel Portman,INFJ,unknown,Musician,Movie Composers
Carmine Coppola,ESFP,unknown,Musician,Movie Composers
Michael Abels,ENFP,unknown,Musician,Movie Composers
Justin Hurwitz,ISFP,unknown,Musician,Movie Composers
Michael Kamen,ESTP,unknown,Musician,Movie Composers
Elliot Goldenthal,ISTP,unknown,Musician,Movie Composers
Henry Jackman,ISTP,unknown,Musician,Movie Composers
Mark Isham,INFJ,unknown,Musician,Movie Composers
Zbigniew Preisner,ENFJ,unknown,Musician,Movie Composers
Oscar Levant,INFJ,unknown,Musician,Movie Composers
George M. Cohan,ESFP,unknown,Musician,Movie Composers
Mica Levi,INFP,unknown,Musician,Movie Composers
Natalie Holt,ENFJ,unknown,Musician,Movie Composers
"Judith de los Santos ""Malukah""",ISFP,unknown,Musician,Movie Composers
Arca,ENFP,unknown,Musician,"Latin American, Musicians"
Valentín Oliva (Wos),INFP,unknown,Musician,"Latin American, Musicians"
Luis Miguel,ESFP,unknown,Musician,"Latin American, Musicians"
Faraón Love Shady,ESFP,unknown,Musician,"Latin American, Musicians"
Mángel Caravantes (Sailorfag),ESFP,unknown,Musician,"Latin American, Musicians"
Camilo,ESFP,unknown,Musician,"Latin American, Musicians"
Gustavo Cerati,ENFP,unknown,Musician,"Latin American, Musicians"
Mon Laferte,ISFP,unknown,Musician,"Latin American, Musicians"
Chayanne,ESFJ,unknown,Musician,"Latin American, Musicians"
J Balvin,ESFP,unknown,Musician,"Latin American, Musicians"
Roberto Musso,INTP,unknown,Musician,"Latin American, Musicians"
Canserbero,ISFP,unknown,Musician,"Latin American, Musicians"
René Perez Joglar (Residente),ENFP,unknown,Musician,"Latin American, Musicians"
Lali Espósito,ESFP,unknown,Musician,"Latin American, Musicians"
Natalia Lafourcade,INFJ,unknown,Musician,"Latin American, Musicians"
Maluma,ESFP,unknown,Musician,"Latin American, Musicians"
Bizarrap,INTP,unknown,Musician,"Latin American, Musicians"
Luis Alberto Spinetta,INFP,unknown,Musician,"Latin American, Musicians"
Jovani Vázquez,ENFP,unknown,Musician,"Latin American, Musicians"
Wagner Thomazoni,INTP,unknown,Musician,"Latin American, Musicians"
Nathy Peluso,ENFP,unknown,Musician,"Latin American, Musicians"
Valentina Zenere,ENTJ,unknown,Musician,"Latin American, Musicians"
Violeta Parra,ISFP,unknown,Musician,"Latin American, Musicians"
Nicolas Paolinelli (Sidoka),ENFP,unknown,Musician,"Latin American, Musicians"
José Madero,INTJ,unknown,Musician,"Latin American, Musicians"
Daddy Yankee,ESTP,unknown,Musician,"Latin American, Musicians"
Jorge González,ENTP,unknown,Musician,"Latin American, Musicians"
Glória Groove,ESFP,unknown,Musician,"Latin American, Musicians"
Cazzu,ISFP,unknown,Musician,"Latin American, Musicians"
Chano Charpentier,ENFP,unknown,Musician,"Latin American, Musicians"
Ricky Martin,ESFP,unknown,Musician,"Latin American, Musicians"
Tini Stoessel,ENFJ,unknown,Musician,"Latin American, Musicians"
Jenni Rivera,ESFJ,unknown,Musician,"Latin American, Musicians"
Sabina Hidalgo (Now United),ESFP,unknown,Musician,"Latin American, Musicians"
Julieta Venegas,ISFP,unknown,Musician,"Latin American, Musicians"
Ed Maverick,ISFP,unknown,Musician,"Latin American, Musicians"
Pedro Infante,ENTP,unknown,Musician,"Latin American, Musicians"
Karol Sevilla,ESTJ,unknown,Musician,"Latin American, Musicians"
Belinda,ENFJ,unknown,Musician,"Latin American, Musicians"
Duki,ESFP,unknown,Musician,"Latin American, Musicians"
Lit Killah (Mauro Monzón),ENTP,unknown,Musician,"Latin American, Musicians"
Nicki Nicole,ISFP,unknown,Musician,"Latin American, Musicians"
Thalía,ESFJ,unknown,Musician,"Latin American, Musicians"
León Larregui,INFP,unknown,Musician,"Latin American, Musicians"
Anahí,ESFJ,unknown,Musician,"Latin American, Musicians"
Juan Gabriel,ISFP,unknown,Musician,"Latin American, Musicians"
Ysy A,ENTP,unknown,Musician,"Latin American, Musicians"
Karol G,ESFP,unknown,Musician,"Latin American, Musicians"
Maria Becerra,ENFP,unknown,Musician,"Latin American, Musicians"
Víctor Jara,INFJ,unknown,Musician,"Latin American, Musicians"
Paulo Londra,ISFP,unknown,Musician,"Latin American, Musicians"
Trueno,ESTP,unknown,Musician,"Latin American, Musicians"
Aczino,ISTP,unknown,Musician,"Latin American, Musicians"
Sebastián Yatra,ENFP,unknown,Musician,"Latin American, Musicians"
Angela Aguilar,ISFJ,unknown,Musician,"Latin American, Musicians"
Erick Brian Colón,ENFP,unknown,Musician,"Latin American, Musicians"
Francisca Valenzuela,ISFP,unknown,Musician,"Latin American, Musicians"
Dulce María,ISFP,unknown,Musician,"Latin American, Musicians"
Flor Amargo,ENFP,unknown,Musician,"Latin American, Musicians"
Christopher Vélez,ESFP,unknown,Musician,"Latin American, Musicians"
Anuel AA,ESTP,unknown,Musician,"Latin American, Musicians"
José José,ISFJ,unknown,Musician,"Latin American, Musicians"
Silvio Rodríguez,INFJ,unknown,Musician,"Latin American, Musicians"
Esteman,INFP,unknown,Musician,"Latin American, Musicians"
Princesa Alba,ISFP,unknown,Musician,"Latin American, Musicians"
Gloria Trevi,ESFP,unknown,Musician,"Latin American, Musicians"
Carla Morrison,INFP,unknown,Musician,"Latin American, Musicians"
El Babo,ESTP,unknown,Musician,"Latin American, Musicians"
Joel Pimentel,ISFP,unknown,Musician,"Latin American, Musicians"
Fito Páez,INTP,unknown,Musician,"Latin American, Musicians"
Jorge Drexler,INTP,unknown,Musician,"Latin American, Musicians"
Romeo Santos,ESFP,unknown,Musician,"Latin American, Musicians"
Abel Pintos,INFP,unknown,Musician,"Latin American, Musicians"
Andrés Calamaro,ENTP,unknown,Musician,"Latin American, Musicians"
DILLOM,ENTP,unknown,Musician,"Latin American, Musicians"
Richard Camacho,ESFP,unknown,Musician,"Latin American, Musicians"
La Tigresa Del Oriente,ESFP,unknown,Musician,"Latin American, Musicians"
L-Gante,ESTP,unknown,Musician,"Latin American, Musicians"
Bruses,ISFP,unknown,Musician,"Latin American, Musicians"
Celia Cruz,ESFP,unknown,Musician,"Latin American, Musicians"
Edu Falaschi,ESFP,unknown,Musician,"Latin American, Musicians"
Carlos Gardel,ESFP,unknown,Musician,"Latin American, Musicians"
Ozuna,ESFP,unknown,Musician,"Latin American, Musicians"
Jean Dawson,INFP,unknown,Musician,"Latin American, Musicians"
Ca7riel,ENFP,unknown,Musician,"Latin American, Musicians"
Karl Neudert,ENFP,unknown,Musician,"Latin American, Musicians"
Alejandra Villarreal,INFJ,unknown,Musician,"Latin American, Musicians"
Too Yugan,INTP,unknown,Musician,"Latin American, Musicians"
Yma Sumac,ENTP,unknown,Musician,"Latin American, Musicians"
Luis Fonsi,ESFP,unknown,Musician,"Latin American, Musicians"
Ricardo Arjona,ENFJ,unknown,Musician,"Latin American, Musicians"
Replik,INFP,unknown,Musician,"Latin American, Musicians"
Paco Amoroso,ISFP,unknown,Musician,"Latin American, Musicians"
Tokischa,ESFP,unknown,Musician,"Latin American, Musicians"
Tiago PZK,ENFP,unknown,Musician,"Latin American, Musicians"
Ritchie Valens,ESFJ,unknown,Musician,"Latin American, Musicians"
Aleks Syntek,ISFP,unknown,Musician,"Latin American, Musicians"
"Gabriel ""Gabe"" Saporta",ENTJ,unknown,Musician,"Latin American, Musicians"
Duda Beat,ESFP,unknown,Musician,"Latin American, Musicians"
"Ricardo ""Riki"" Musso",ENTP,unknown,Musician,"Latin American, Musicians"
Camila Gallardo (Cami),ESFJ,unknown,Musician,"Latin American, Musicians"
Natanael Cano,ESTP,unknown,Musician,"Latin American, Musicians"
Oscu,ESTP,unknown,Musician,"Latin American, Musicians"
Angel Quezada (Santa Fe Klan),ENFP,unknown,Musician,"Latin American, Musicians"
Marc Anthony,ESFP,unknown,Musician,"Latin American, Musicians"
Nicky Jam,ESFP,unknown,Musician,"Latin American, Musicians"
Arcángel,ESTP,unknown,Musician,"Latin American, Musicians"
Juanes,ENFJ,unknown,Musician,"Latin American, Musicians"
Denise Rosenthal,ENFJ,unknown,Musician,"Latin American, Musicians"
Valentín Elizalde,ESTP,unknown,Musician,"Latin American, Musicians"
Christian Nodal,ESFP,unknown,Musician,"Latin American, Musicians"
Shiadanni,ENFP,unknown,Musician,"Latin American, Musicians"
Saramalacara,ENFP,unknown,Musician,"Latin American, Musicians"
Kevin Kaarl,ISFP,unknown,Musician,"Latin American, Musicians"
Pablo Chill-E,ESTP,unknown,Musician,"Latin American, Musicians"
Villano Antillano,ENTJ,unknown,Musician,"Latin American, Musicians"
Jaze,ENFP,unknown,Musician,"Latin American, Musicians"
Zabdiel de Jesús,INFP,unknown,Musician,"Latin American, Musicians"
Gusttavo Lima,ESFP,unknown,Musician,"Latin American, Musicians"
Ana Tijoux,ISFP,unknown,Musician,"Latin American, Musicians"
Indio Solari,INTP,unknown,Musician,"Latin American, Musicians"
Joan Sebastian,INFP,unknown,Musician,"Latin American, Musicians"
Mercedes Sosa,INFJ,unknown,Musician,"Latin American, Musicians"
Joy Huerta,INFP,unknown,Musician,"Latin American, Musicians"
Paquita la del Barrio,ESTJ,unknown,Musician,"Latin American, Musicians"
Elán DeFan (ELÁN),ESTP,unknown,Musician,"Latin American, Musicians"
Juan Pablo Villamil,INFJ,unknown,Musician,"Latin American, Musicians"
Marcianeke,ESFP,unknown,Musician,"Latin American, Musicians"
Ximena Sariñana,INFP,unknown,Musician,"Latin American, Musicians"
Héctor Lavoe,ISTP,unknown,Musician,"Latin American, Musicians"
Cristian Castro,INFP,unknown,Musician,"Latin American, Musicians"
Alex Strecci,ESTP,unknown,Musician,"Latin American, Musicians"
Gepe,ISFP,unknown,Musician,"Latin American, Musicians"
Prince Royce,ESFJ,unknown,Musician,"Latin American, Musicians"
"Rosalino ""Chalino"" Sánchez",ESTP,unknown,Musician,"Latin American, Musicians"
Daniela Villarreal,ESFJ,unknown,Musician,"Latin American, Musicians"
Paulina Rubio,ESFP,unknown,Musician,"Latin American, Musicians"
Potyguara Bardo,ENFP,unknown,Musician,"Latin American, Musicians"
Guaynaa,ENFP,unknown,Musician,"Latin American, Musicians"
Rodrigo Bueno (El Potro),ESFP,unknown,Musician,"Latin American, Musicians"
Gilda,INFP,unknown,Musician,"Latin American, Musicians"
Greeicy Rendón,ESFP,unknown,Musician,"Latin American, Musicians"
Pedro Suárez-Vértiz,ENFP,unknown,Musician,"Latin American, Musicians"
Khea,ESFP,unknown,Musician,"Latin American, Musicians"
Erick Alemán,ENFJ,unknown,Musician,"Latin American, Musicians"
Rauw Alejandro,ESFP,unknown,Musician,"Latin American, Musicians"
Emilia Mernes,ESFP,unknown,Musician,"Latin American, Musicians"
Rafael Bittencourt,ENFP,unknown,Musician,"Latin American, Musicians"
El Chombo,ENFP,unknown,Musician,"Latin American, Musicians"
Ricardo Montaner,ENFJ,unknown,Musician,"Latin American, Musicians"
Rubén Albarrán,ENFP,unknown,Musician,"Latin American, Musicians"
"Miguel ""negro"" Piñera",ESFP,unknown,Musician,"Latin American, Musicians"
Vicente Fernández,ESTJ,unknown,Musician,"Latin American, Musicians"
Mercedes Lambre,ENFJ,unknown,Musician,"Latin American, Musicians"
Paulina Villarreal,ENFP,unknown,Musician,"Latin American, Musicians"
Emmanuel,ISFP,unknown,Musician,"Latin American, Musicians"
Sandro de América,ISFP,unknown,Musician,"Latin American, Musicians"
Bhavi,ENFP,unknown,Musician,"Latin American, Musicians"
Jenny Juárez (BRATTY),ISFP,unknown,Musician,"Latin American, Musicians"
Gloria Estefan,ESFP,unknown,Musician,"Latin American, Musicians"
Paz Lenchantin,ISTP,unknown,Musician,"Latin American, Musicians"
Maite Perroni,ESFJ,unknown,Musician,"Latin American, Musicians"
